cust_id,Segment_Name,Risk_Tier,Customer_Health_Score,Total_Spend,Recency_Days,Frequency_Visits,total_sessions,churn_probability,nps_score,tier_status,points_balance,primary_complaint,enrollment_date
L-82569,Digital Ghost,Watchlist,47.688,1730.0,0,32,0,0.1156,7,Base,1247,,8/31/2024
L-82608,Digital Ghost,Watchlist,45.014,637.0,7,14,0,0.2493,7,Silver,1284,,3/11/2023
L-82657,Fading Champion,Healthy,77.24,839.5,28,27,20,0.138,7,Silver,981,,10/8/2023
L-82726,Standard Active,Healthy,77.114,527.5,0,24,21,0.1443,7,Base,1029,,5/6/2024
L-82738,Tech Frustrated,Healthy,74.77,832.5,5,28,13,0.2615,7,Base,904,,2/25/2023
L-82744,Loyalty Hoarder,Watchlist,46.976,1746.5,9,38,0,0.1512,7,Base,2459,,4/23/2023
L-82750,Digital Ghost,Critical,34.492000000000004,1008.5,8,33,0,0.7754,1,Silver,900,App_Technical_Issue,4/11/2023
L-82760,Loyalty Hoarder,Healthy,76.244,690.0,1,27,11,0.1878,7,Gold,3344,,6/23/2023
L-82783,Standard Active,Watchlist,61.89,828.0,2,26,6,0.3055,7,Silver,2594,,11/15/2024
L-82819,Tech Frustrated,Healthy,73.154,994.0,6,31,14,0.3423,5,Silver,70,Price_Perception,1/4/2023
L-82824,Loyalty Hoarder,Watchlist,47.288,708.0,20,33,0,0.1356,6,Silver,2222,Price_Perception,8/30/2023
L-82836,Tech Frustrated,Healthy,70.828,532.5,6,26,20,0.4586,7,Gold,598,,4/14/2023
L-82849,Tech Frustrated,Healthy,74.748,1300.0,7,34,19,0.2626,7,Base,800,,1/6/2024
L-82892,Tech Frustrated,Watchlist,64.406,1771.0,0,42,30,0.7797,6,Base,1724,Price_Perception,9/16/2024
L-82895,Digital Ghost,Watchlist,43.43,985.0,16,28,0,0.3285,7,Base,1056,,1/5/2024
L-82904,Digital Ghost,Watchlist,44.706,717.0,1,35,0,0.2647,7,Silver,441,,10/17/2024
L-82905,Digital Ghost,Watchlist,47.534,996.5,5,32,0,0.1233,7,Base,334,,11/22/2023
L-82909,Loyalty Hoarder,Watchlist,60.2,1285.5,3,31,16,0.99,6,Base,3349,Price_Perception,8/15/2023
L-82922,Tech Frustrated,Healthy,74.744,705.5,6,32,39,0.2628,7,Silver,1613,,7/23/2023
L-82943,Tech Frustrated,Healthy,71.732,1261.5,0,23,16,0.4134,7,Base,208,,5/19/2024
L-82969,Fading Champion,Healthy,78.414,834.0,29,28,34,0.0793,7,Silver,335,,10/28/2023
L-82974,Tech Frustrated,Watchlist,64.518,1135.0,0,30,34,0.7741,7,Base,1981,,3/1/2023
L-82992,Digital Ghost,Watchlist,45.942,970.0,14,26,0,0.2029,7,Silver,1834,,12/21/2023
L-82995,Digital Ghost,Watchlist,46.404,996.0,11,32,0,0.1798,7,Base,665,,4/6/2024
L-83000,Tech Frustrated,Healthy,78.88,225.0,12,22,12,0.056,7,Silver,1067,,2/4/2024
L-83007,Tech Frustrated,Healthy,76.768,1258.0,1,24,29,0.1616,7,Base,633,,8/22/2023
L-83019,Tech Frustrated,Healthy,76.568,975.5,10,27,12,0.1716,7,Gold,922,,10/3/2023
L-83086,Standard Active,Healthy,77.452,977.5,2,26,28,0.1274,7,Silver,1771,,2/3/2024
L-83113,Tech Frustrated,Healthy,73.334,871.5,6,37,25,0.3333,7,Base,644,,2/5/2024
L-83120,Tech Frustrated,Healthy,78.848,1125.5,8,28,21,0.0576,7,Base,895,,6/16/2024
L-83149,Tech Frustrated,Watchlist,67.162,1720.0,0,29,22,0.6419,5,Silver,1159,App_Technical_Issue,1/25/2024
L-83197,Standard Active,Healthy,76.228,690.5,10,27,26,0.1886,7,Silver,1773,,10/25/2024
L-83198,Tech Frustrated,Healthy,78.124,1614.5,3,41,21,0.0938,7,Base,1927,,10/21/2024
L-83202,Tech Frustrated,Watchlist,60.742,694.5,1,27,37,0.9629,6,Base,1535,Price_Perception,11/20/2023
L-83204,Tech Frustrated,Healthy,78.64,692.5,16,27,36,0.068,7,Base,107,,1/12/2024
L-83206,Loyalty Hoarder,Healthy,71.732,1135.0,7,31,24,0.4134,5,Base,2579,Price_Perception,5/13/2024
L-83217,Digital Ghost,Watchlist,45.844,1135.0,4,30,0,0.2078,7,Base,393,,1/12/2024
L-83232,Price Sensitive,Healthy,70.354,525.5,10,24,24,0.4822999999999999,5,Gold,1662,Price_Perception,5/22/2024
L-83268,Tech Frustrated,Healthy,75.416,864.0,15,35,34,0.2292,7,Silver,282,,2/6/2023
L-83350,Digital Ghost,Critical,39.954,510.5,3,20,0,0.5023,7,Silver,1959,,10/25/2024
L-83351,Tech Frustrated,Healthy,77.114,830.5,1,27,21,0.1443,5,Silver,1683,Price_Perception,6/16/2023
L-83360,Standard Active,Watchlist,53.732,1131.5,13,29,7,0.8634,7,Base,139,,9/27/2023
L-83369,Tech Frustrated,Healthy,76.376,834.5,13,27,17,0.1812,7,Base,2109,,3/17/2023
L-83375,Standard Active,Healthy,72.432,1308.5,0,37,15,0.3784,8,Silver,442,Out_of_Stock,3/15/2024
L-83395,Tech Frustrated,Watchlist,60.2,538.5,13,24,13,0.99,1,Silver,2353,App_Technical_Issue,9/16/2023
L-83414,Tech Frustrated,Healthy,77.07,969.0,0,26,10,0.1465,7,Base,1333,,8/8/2023
L-83453,Digital Ghost,Watchlist,40.994,1119.5,4,26,0,0.4503,7,Silver,1287,,5/15/2024
L-83454,Tech Frustrated,Watchlist,62.373999999999995,691.5,14,27,27,0.8813,7,Silver,653,,8/16/2024
L-83500,Tech Frustrated,Watchlist,63.396,696.0,0,28,14,0.8302,2,Base,885,App_Technical_Issue,10/1/2024
L-83546,Digital Ghost,Watchlist,45.602,1123.0,3,28,0,0.2199,5,Silver,805,Out_of_Stock,10/4/2024
L-83576,Loyalty Hoarder,Healthy,76.342,555.0,10,31,18,0.1829,7,Silver,4220,,4/28/2024
L-83581,Standard Active,Watchlist,67.818,511.5,21,19,8,0.3091,7,Base,1206,,8/24/2024
L-83591,Tech Frustrated,Watchlist,61.373999999999995,666.0,3,22,20,0.9313,7,Base,1011,,9/16/2024
L-83623,Standard Active,Healthy,78.652,823.0,1,24,13,0.0674,7,Gold,2179,,6/24/2024
L-83636,Digital Ghost,Critical,30.299999999999997,858.5,4,34,0,0.985,10,Silver,2169,None_Happy,5/1/2023
L-83677,Tech Frustrated,Healthy,79.16,671.5,18,23,31,0.042,7,Base,1451,,6/13/2023
L-83694,Tech Frustrated,Healthy,76.4,1117.5,0,25,24,0.18,7,Base,1510,,3/22/2023
L-83696,Loyalty Hoarder,Healthy,75.848,812.0,8,21,27,0.2076,7,Base,2696,,7/20/2024
L-83716,Digital Ghost,Watchlist,49.234,818.0,13,24,0,0.0383,7,Base,282,,1/22/2024
L-83721,Tech Frustrated,Healthy,73.188,1270.5,2,26,26,0.3406,7,Silver,2075,,10/17/2024
L-83726,Tech Frustrated,Healthy,77.898,1300.0,7,35,11,0.1051,9,Silver,1335,None_Happy,9/26/2023
L-83746,Tech Frustrated,Healthy,71.402,1278.5,12,28,8,0.1299,7,Silver,1044,,5/29/2023
L-83747,Tech Frustrated,Healthy,78.122,1284.5,1,33,33,0.0939,7,Base,977,,6/12/2023
L-83749,Fading Champion,Watchlist,41.751999999999995,844.0,26,29,0,0.4124,7,Silver,3894,,1/10/2023
L-83753,Digital Ghost,Watchlist,45.73,994.0,8,32,0,0.2135,7,Silver,309,,12/18/2023
L-83787,Tech Frustrated,Healthy,71.512,842.5,16,29,41,0.4244,6,Silver,806,Price_Perception,1/18/2024
L-83815,Digital Ghost,Watchlist,48.648,1266.5,15,26,0,0.0676,9,Base,1790,None_Happy,7/26/2023
L-83846,Digital Ghost,Watchlist,47.4,687.5,3,27,0,0.13,7,Silver,1060,,5/6/2024
L-83847,Standard Active,Watchlist,61.152,1433.5,1,30,30,0.9424,7,Base,1028,,10/21/2023
L-83903,Standard Active,Watchlist,67.352,1269.5,11,27,17,0.6324,7,Silver,632,,4/9/2023
L-83904,Tech Frustrated,Healthy,78.756,1129.5,3,30,14,0.0622,7,Base,704,,10/30/2024
L-83915,Loyalty Hoarder,Watchlist,60.694,1137.0,17,29,24,0.9653,4,Base,2305,App_Technical_Issue,11/26/2023
L-83917,Tech Frustrated,Watchlist,66.782,1006.5,8,33,37,0.6609,6,Silver,647,Out_of_Stock,8/11/2023
L-83933,Standard Active,Watchlist,62.038,1301.0,3,34,30,0.8981,7,Silver,1391,,11/5/2023
L-83936,Standard Active,Healthy,73.14,820.5,10,25,16,0.343,7,Base,292,,9/22/2023
L-83940,Tech Frustrated,Watchlist,63.524,1001.5,6,32,16,0.8238,7,Base,1117,,3/24/2023
L-83966,Tech Frustrated,Watchlist,68.246,1016.5,4,36,23,0.5877,7,Base,1958,,9/26/2023
L-83968,Digital Ghost,Watchlist,48.408,514.0,21,20,0,0.0796,7,Base,485,,10/4/2024
L-83984,Loyalty Hoarder,Healthy,70.316,981.5,1,29,9,0.3342,7,Base,2763,,10/6/2023
L-83990,Digital Ghost,Critical,32.806,976.0,1,26,0,0.8597,7,Gold,1964,,1/7/2023
L-84004,Tech Frustrated,Healthy,73.978,697.0,4,29,23,0.3011,7,Silver,586,,11/19/2024
L-84024,Loyalty Hoarder,Watchlist,69.772,563.5,1,35,41,0.5114,5,Gold,2247,Price_Perception,5/14/2023
L-84025,Digital Ghost,Critical,39.068,1125.0,5,28,0,0.5466,0,Base,1389,App_Technical_Issue,6/8/2024
L-84038,Loyalty Hoarder,Healthy,75.044,1120.5,2,26,25,0.2478,7,Silver,2577,,4/26/2024
L-84060,Standard Active,Watchlist,54.042,839.5,17,29,3,0.2479,7,Silver,938,,2/15/2023
L-84113,Tech Frustrated,Healthy,78.544,967.5,4,25,35,0.0728,7,Silver,230,,6/11/2024
L-84130,Digital Ghost,Watchlist,43.272,984.0,0,28,0,0.3364,7,Silver,390,,2/19/2023
L-84175,Digital Ghost,Watchlist,40.596,1167.0,7,39,0,0.4702,10,Gold,646,None_Happy,3/5/2023
L-84180,Digital Ghost,Watchlist,44.83,960.5,14,23,0,0.2585,7,Base,174,,10/4/2023
L-84193,Standard Active,Watchlist,61.794,1136.5,12,31,9,0.7603,7,Silver,155,,8/29/2023
L-84213,Digital Ghost,Watchlist,49.396,893.5,9,40,0,0.0302,7,Silver,575,,6/29/2023
L-84225,Tech Frustrated,Healthy,73.944,1746.5,2,36,15,0.3028,9,Silver,948,None_Happy,7/30/2023
L-84241,Loyalty Hoarder,Watchlist,60.2,981.5,18,26,19,0.99,0,Silver,2238,App_Technical_Issue,9/23/2024
L-84262,Standard Active,Watchlist,61.25,571.5,9,35,18,0.9375,7,Silver,777,,7/5/2024
L-84317,Tech Frustrated,Healthy,78.55,2160.5,14,31,16,0.0725,7,Base,1869,,6/8/2023
L-84331,Digital Ghost,Watchlist,46.62,999.5,13,30,0,0.169,7,Silver,2332,,2/5/2023
L-84348,Tech Frustrated,Watchlist,60.894,1123.0,4,27,29,0.9553,7,Base,1203,,5/24/2023
L-84360,Digital Ghost,Critical,32.238,1745.0,6,35,0,0.8881,7,Silver,1701,,4/12/2024
L-84365,Digital Ghost,Critical,36.01,1157.5,2,36,0,0.6995,7,Silver,966,,3/31/2024
L-84367,Digital Ghost,Watchlist,43.54,976.5,2,27,0,0.323,6,Gold,1101,Price_Perception,9/11/2024
L-84383,Digital Ghost,Critical,35.794000000000004,826.5,12,26,0,0.7102999999999999,1,Base,1081,App_Technical_Issue,2/18/2023
L-84412,Tech Frustrated,Healthy,77.406,1723.0,0,31,18,0.1297,7,Base,620,,2/23/2023
L-84431,Fading Champion,Healthy,77.614,511.5,24,21,25,0.1193,7,Base,482,,2/4/2024
L-84450,Digital Ghost,Watchlist,43.738,995.0,13,31,0,0.3131,7,Base,1595,,5/1/2024
L-84458,Standard Active,Healthy,76.174,1156.0,0,34,9,0.0413,7,Silver,1820,,4/21/2024
L-84515,Loyalty Hoarder,Watchlist,62.93,551.0,18,29,8,0.5535,7,Base,2464,,2/10/2023
L-84542,Loyalty Hoarder,Healthy,77.202,1289.5,11,33,24,0.1399,7,Base,2778,,1/27/2024
L-84601,Digital Ghost,Watchlist,48.326,842.0,1,31,0,0.0837,7,Silver,417,,8/16/2023
L-84646,Tech Frustrated,Healthy,74.606,831.0,0,25,15,0.2697,7,Silver,696,Price_Perception,1/24/2023
L-84739,Loyalty Hoarder,Watchlist,68.444,801.5,12,19,16,0.5778,4,Silver,2065,App_Technical_Issue,9/3/2023
L-84787,Tech Frustrated,Healthy,78.512,378.5,16,23,28,0.0744,7,Base,1431,,12/15/2023
L-84810,Digital Ghost,Watchlist,42.95,988.0,5,31,0,0.3525,5,Silver,360,Price_Perception,12/14/2023
L-84812,Tech Frustrated,Healthy,71.576,1912.5,3,42,22,0.4212,5,Gold,793,Price_Perception,10/21/2023
L-84832,Loyalty Hoarder,Watchlist,64.146,1276.5,0,27,41,0.7927,7,Silver,2985,,1/22/2023
L-84858,Standard Active,Watchlist,60.242,996.5,4,30,12,0.9879,7,Silver,968,,11/26/2023
L-84886,Standard Active,Watchlist,64.158,703.5,1,27,6,0.1921,7,Silver,972,,3/6/2023
L-84937,Tech Frustrated,Watchlist,61.92399999999999,808.5,4,21,10,0.9038,7,Base,839,,10/31/2023
L-84966,Loyalty Hoarder,Critical,32.848,1242.5,9,19,0,0.8576,7,Base,2897,,8/20/2023
L-85041,Standard Active,Healthy,74.178,653.0,12,20,18,0.2911,7,Gold,1193,,11/13/2023
L-85042,Loyalty Hoarder,Watchlist,67.132,1138.0,7,30,32,0.6434,7,Silver,2921,,12/20/2023
L-85044,Digital Ghost,Critical,32.072,1462.0,12,38,0,0.8964,7,Base,118,,8/20/2023
L-85048,Digital Ghost,Watchlist,49.164,1125.5,11,27,0,0.0418,7,Silver,828,,3/10/2023
L-85049,Tech Frustrated,Watchlist,66.192,1269.0,5,27,34,0.6904,4,Silver,556,App_Technical_Issue,4/21/2023
L-85061,Fading Champion,Critical,35.322,838.5,30,27,0,0.7339,7,Base,1630,,10/25/2024
L-85067,Standard Active,Watchlist,64.218,1105.5,1,23,29,0.7891,7,Base,1141,,6/22/2024
L-85069,Digital Ghost,Critical,37.166,1447.0,2,35,0,0.6416999999999999,3,Silver,1184,App_Technical_Issue,2/13/2023
L-85079,Loyalty Hoarder,Watchlist,49.112,274.0,4,33,0,0.0444,10,Silver,2230,None_Happy,3/7/2023
L-85084,Fading Champion,Critical,33.19199999999999,382.0,47,23,0,0.8404,7,Silver,3831,,6/28/2023
L-85096,Tech Frustrated,Watchlist,62.227999999999994,1148.0,2,35,33,0.8886,7,Base,313,,10/1/2024
L-85097,Fading Champion,Healthy,75.408,491.5,25,14,29,0.2296,7,Base,2138,,1/18/2023
L-85110,Digital Ghost,Watchlist,44.99,813.5,1,22,0,0.2505,7,Base,1972,,12/6/2023
L-85125,Digital Ghost,Watchlist,43.712,656.5,0,19,0,0.3144,7,Base,826,,1/25/2023
L-85138,Tech Frustrated,Healthy,78.998,1004.0,3,32,23,0.0501,7,Base,678,,9/4/2024
L-85175,Loyalty Hoarder,Healthy,72.092,543.0,7,28,18,0.3954,7,Silver,2769,,6/9/2024
L-85176,Tech Frustrated,Watchlist,66.444,689.0,13,27,24,0.6778,7,Silver,1357,,1/23/2024
L-85235,Digital Ghost,Watchlist,49.092,518.0,13,22,0,0.0454,7,Silver,865,,2/24/2023
L-85269,Loyalty Hoarder,Healthy,75.014,386.5,6,23,13,0.2493,7,Silver,2412,,9/25/2024
L-85275,Tech Frustrated,Watchlist,62.066,1001.0,4,31,13,0.8967,7,Silver,1314,,6/8/2024
L-85279,Loyalty Hoarder,Healthy,76.894,543.5,0,28,18,0.1553,7,Base,3224,,6/23/2023
L-85338,Loyalty Hoarder,Watchlist,44.778,522.5,17,22,0,0.2611,7,Silver,2404,,6/9/2023
L-85368,Digital Ghost,Watchlist,43.876,1112.5,11,24,0,0.3062,7,Base,1004,,2/10/2023
L-85372,Digital Ghost,Watchlist,42.836,1293.5,7,32,0,0.3581999999999999,7,Gold,952,Price_Perception,1/18/2024
L-85396,Tech Frustrated,Healthy,79.194,953.5,11,24,18,0.0403,7,Base,122,,10/18/2023
L-85429,Loyalty Hoarder,Watchlist,58.608,862.0,2,35,5,0.3196,7,Silver,2991,,2/9/2023
L-85430,Digital Ghost,Critical,32.426,664.5,1,23,0,0.8787,7,Silver,1752,,1/9/2024
L-85476,Standard Active,Healthy,73.322,825.5,8,26,14,0.3339,7,Base,544,,4/23/2024
L-85503,Standard Active,Healthy,72.078,1423.0,2,30,18,0.3961,7,Silver,706,,11/7/2024
L-85506,Digital Ghost,Watchlist,40.864,841.0,6,30,0,0.4568,4,Silver,491,Out_of_Stock,2/7/2023
L-85538,Tech Frustrated,Watchlist,68.662,1294.5,1,33,38,0.5669,5,Base,311,App_Technical_Issue,3/12/2024
L-85544,Digital Ghost,Critical,39.546,509.0,0,19,0,0.5226999999999999,3,Base,303,Out_of_Stock,6/1/2024
L-85553,Standard Active,Healthy,73.96,690.0,5,27,26,0.302,7,Base,1728,,4/26/2024
L-85562,Fading Champion,Watchlist,60.2,1125.0,30,26,36,0.99,3,Silver,1446,Out_of_Stock,7/5/2024
L-85588,Tech Frustrated,Healthy,75.206,701.0,1,30,27,0.2397,7,Silver,2855,,6/9/2024
L-85634,Tech Frustrated,Watchlist,51.648,540.0,11,28,6,0.8176,6,Silver,1227,Price_Perception,3/27/2023
L-85655,Digital Ghost,Watchlist,47.978,819.5,7,25,0,0.1011,7,Base,729,,5/31/2024
L-85689,Digital Ghost,Watchlist,45.282,679.5,0,24,0,0.2359,7,Silver,870,,2/26/2023
L-85726,Fading Champion,Healthy,73.932,1121.0,42,24,16,0.3034,5,Base,270,Price_Perception,3/3/2024
L-85739,Digital Ghost,Watchlist,45.688,1751.5,6,40,0,0.2156,7,Silver,3208,,10/21/2023
L-85745,Standard Active,Watchlist,67.50399999999999,1161.0,1,39,11,0.6248,7,Silver,765,,10/17/2023
L-85772,Loyalty Hoarder,Healthy,74.72,831.0,3,25,24,0.264,7,Silver,3046,,2/7/2024
L-85840,Digital Ghost,Watchlist,41.912,1131.0,21,28,0,0.4044,7,Base,811,,10/31/2024
L-85856,Tech Frustrated,Healthy,75.548,1136.0,3,31,19,0.2226,7,Base,848,,5/15/2023
L-85891,Standard Active,Watchlist,55.394,977.0,4,26,8,0.9303,7,Silver,780,,11/5/2023
L-85896,Digital Ghost,Watchlist,47.938,676.5,3,24,0,0.1031,7,Silver,993,,6/16/2023
L-85904,Digital Ghost,Watchlist,44.026,551.5,0,31,0,0.2987,7,Base,1954,,1/25/2023
L-85907,Digital Ghost,Critical,36.398,1160.5,12,35,0,0.6801,7,Gold,1966,,9/15/2024
L-85908,Loyalty Hoarder,Watchlist,60.782,665.5,18,22,39,0.9609,7,Base,2961,,6/30/2024
L-85936,Digital Ghost,Watchlist,44.282,718.0,2,36,0,0.2859,7,Base,806,,11/22/2023
L-85950,Standard Active,Watchlist,65.392,550.0,0,30,26,0.7304,7,Base,1694,,7/16/2023
L-85951,Loyalty Hoarder,Watchlist,61.916,1420.5,18,29,29,0.9042,10,Base,2663,None_Happy,2/5/2024
L-85958,Loyalty Hoarder,Watchlist,60.2,1601.5,20,36,23,0.99,5,Silver,2017,Out_of_Stock,6/6/2024
L-85962,Digital Ghost,Watchlist,48.05,1156.0,0,34,0,0.0975,7,Base,514,,3/6/2024
L-85968,Tech Frustrated,Healthy,79.67,1433.0,0,32,21,0.0165,7,Base,1660,,11/4/2023
L-86022,Tech Frustrated,Watchlist,60.2,676.0,5,25,21,0.99,4,Base,708,App_Technical_Issue,8/21/2023
L-86094,Tech Frustrated,Healthy,73.038,1426.5,0,32,27,0.3481,7,Silver,101,,6/2/2024
L-86111,Digital Ghost,Watchlist,48.27,857.5,14,35,0,0.0865,7,Silver,968,,4/11/2024
L-86129,Tech Frustrated,Watchlist,65.96000000000001,1126.0,10,28,26,0.702,7,Silver,1342,Price_Perception,1/1/2024
L-86139,Digital Ghost,Watchlist,48.3,1447.0,3,36,0,0.085,7,Silver,1192,,11/9/2023
L-86142,Digital Ghost,Watchlist,45.404,385.0,10,25,0,0.2298,7,Silver,565,,2/29/2024
L-86186,Tech Frustrated,Watchlist,65.054,870.5,3,38,21,0.7473,7,Base,211,,11/15/2024
L-86230,Fading Champion,Watchlist,63.104,522.5,88,21,18,0.8448,7,Silver,1835,,4/12/2023
L-86235,Digital Ghost,Watchlist,47.25,981.5,2,27,0,0.1375,7,Silver,632,,9/28/2024
L-86243,Digital Ghost,Critical,34.422,829.5,8,26,0,0.7789,7,Base,1133,,5/27/2023
L-86253,Tech Frustrated,Healthy,79.244,1264.5,2,27,31,0.0378,7,Silver,1899,,9/8/2023
L-86265,Digital Ghost,Critical,39.094,534.0,1,24,0,0.5453,7,Base,1163,,8/28/2023
L-86289,Loyalty Hoarder,Watchlist,69.514,547.0,10,28,8,0.2243,7,Base,2364,,10/13/2023
L-86299,Standard Active,Healthy,75.44,997.0,2,30,23,0.228,7,Silver,987,,1/12/2023
L-86316,Digital Ghost,Critical,36.338,837.0,15,27,0,0.6831,7,Silver,2325,,2/18/2024
L-86319,Digital Ghost,Watchlist,47.066,1547.5,0,23,0,0.1467,7,Silver,2317,,9/9/2023
L-86324,Tech Frustrated,Watchlist,66.30199999999999,831.0,1,29,19,0.6849,7,Silver,445,,4/8/2023
L-86342,Digital Ghost,Watchlist,47.66,1300.5,5,37,0,0.117,5,Silver,951,Price_Perception,11/24/2024
L-86410,Tech Frustrated,Healthy,78.304,683.5,3,27,38,0.0848,7,Base,1273,,1/13/2023
L-86413,Standard Active,Watchlist,48.236,844.5,1,29,5,0.8382,7,Silver,52,,8/23/2023
L-86434,Digital Ghost,Watchlist,47.356,962.0,10,23,0,0.1322,7,Silver,70,,5/4/2023
L-86446,Tech Frustrated,Healthy,78.91,573.5,9,35,45,0.0545,7,Base,864,,1/3/2024
L-86478,Tech Frustrated,Watchlist,69.194,1273.0,0,28,31,0.5403,5,Base,654,Out_of_Stock,7/2/2023
L-86504,Standard Active,Watchlist,53.498,1580.5,4,30,3,0.2751,7,Silver,1254,,2/6/2023
L-86505,Tech Frustrated,Healthy,75.886,665.5,14,22,26,0.2057,7,Silver,592,,10/27/2023
L-86518,Standard Active,Healthy,75.652,1150.0,1,33,34,0.2174,3,Base,838,Out_of_Stock,11/11/2023
L-86523,Loyalty Hoarder,Healthy,76.31,994.0,5,31,33,0.1845,7,Silver,2473,Staff_Helpfulness,12/13/2023
L-86530,Tech Frustrated,Healthy,76.182,992.5,9,30,40,0.1909,7,Silver,1813,,11/17/2023
L-86542,Tech Frustrated,Healthy,79.538,988.0,6,32,23,0.0231,7,Base,1096,,1/30/2023
L-86549,Digital Ghost,Watchlist,49.504,972.5,2,24,0,0.0248,7,Base,931,,4/25/2024
L-86582,Loyalty Hoarder,Watchlist,44.11,1281.0,10,29,0,0.2945,7,Base,2738,,1/4/2024
L-86603,Digital Ghost,Critical,39.348,841.0,5,31,0,0.5326,5,Silver,109,App_Technical_Issue,2/5/2023
L-86613,Tech Frustrated,Healthy,73.606,837.5,19,29,36,0.3197,7,Base,2356,,9/2/2024
L-86720,Standard Active,Healthy,73.336,367.5,17,21,24,0.3332,7,Base,2411,,12/4/2023
L-86721,Tech Frustrated,Watchlist,69.166,538.5,1,25,36,0.5417,5,Silver,401,App_Technical_Issue,7/3/2024
L-86739,Tech Frustrated,Watchlist,65.0,834.5,6,27,24,0.75,7,Silver,844,,4/24/2024
L-86743,Tech Frustrated,Healthy,74.14,1008.0,1,34,26,0.293,5,Gold,887,Price_Perception,11/30/2024
L-86746,Tech Frustrated,Watchlist,63.245999999999995,1140.0,11,30,19,0.8377,7,Base,2444,,4/16/2024
L-86768,Tech Frustrated,Healthy,76.034,1112.5,5,23,40,0.1983,7,Base,1596,,7/29/2024
L-86769,Standard Active,Healthy,79.326,856.0,5,32,14,0.0337,7,Silver,2115,,11/16/2023
L-86843,Tech Frustrated,Healthy,71.806,972.0,14,25,28,0.4097,7,Silver,1031,,2/9/2024
L-86847,Standard Active,Healthy,78.928,671.0,3,23,20,0.0536,7,Base,658,,1/31/2024
L-86854,Standard Active,Healthy,79.47,549.0,10,29,16,0.0265,7,Silver,2336,,2/20/2024
L-86874,Tech Frustrated,Healthy,75.908,1843.5,3,26,19,0.2046,7,Silver,813,,5/13/2024
L-86876,Tech Frustrated,Healthy,74.718,817.5,12,24,45,0.2641,7,Base,195,,10/3/2024
L-86889,Tech Frustrated,Watchlist,63.79599999999999,534.0,4,27,45,0.8102,7,Base,922,Price_Perception,9/23/2023
L-86892,Tech Frustrated,Healthy,73.272,813.0,1,21,27,0.3364,7,Base,155,,10/7/2024
L-86920,Digital Ghost,Watchlist,47.668,1267.0,6,25,0,0.1166,5,Gold,1763,Price_Perception,10/22/2023
L-86934,Fading Champion,Watchlist,43.906,1264.0,27,26,0,0.3047,7,Silver,1405,,2/11/2024
L-86986,Standard Active,Watchlist,63.424,529.0,9,25,18,0.8288,7,Base,1272,,2/12/2024
L-86999,Tech Frustrated,Critical,39.107,85.5,3,27,29,0.6134,7,Silver,744,,9/11/2023
L-87015,Digital Ghost,Watchlist,45.592,1432.5,1,33,0,0.2204,7,Silver,565,,7/22/2023
L-87063,Digital Ghost,Watchlist,49.436,707.0,16,31,0,0.0282,7,Base,384,,2/5/2023
L-87068,Tech Frustrated,Healthy,73.832,683.5,2,26,20,0.3084,7,Silver,2179,,2/1/2023
L-87134,Loyalty Hoarder,Watchlist,52.836,100.0,6,27,20,0.1082,7,Silver,2458,,9/12/2024
L-87143,Digital Ghost,Watchlist,47.774,1150.0,1,34,0,0.1113,6,Silver,2316,Price_Perception,9/29/2024
L-87147,Tech Frustrated,Watchlist,69.55199999999999,1590.0,0,34,23,0.5224,7,Silver,1064,,12/27/2023
L-87155,Loyalty Hoarder,Healthy,73.44200000000001,1133.0,2,31,19,0.3279,7,Base,2470,,11/3/2024
L-87195,Tech Frustrated,Healthy,75.822,1009.0,18,34,15,0.2089,7,Base,711,,9/6/2023
L-87211,Loyalty Hoarder,Watchlist,43.922,402.0,20,28,0,0.3039,5,Base,2158,Staff_Helpfulness,4/18/2024
L-87217,Tech Frustrated,Watchlist,63.046,1139.5,19,32,37,0.8477,1,Silver,1487,App_Technical_Issue,8/14/2023
L-87249,Tech Frustrated,Watchlist,61.623999999999995,1309.0,2,35,15,0.9188,7,Base,1049,,4/14/2023
L-87269,Tech Frustrated,Healthy,77.34,865.5,7,37,29,0.133,7,Silver,220,,7/14/2024
L-87274,Digital Ghost,Watchlist,45.7,1163.0,0,39,0,0.215,7,Silver,1551,,7/23/2024
L-87276,Tech Frustrated,Watchlist,64.30199999999999,817.5,3,23,18,0.7849,7,Silver,1378,,6/20/2024
L-87307,Loyalty Hoarder,Watchlist,62.738,1428.0,4,28,20,0.8631,7,Silver,2578,,5/15/2024
L-87314,Loyalty Hoarder,Critical,36.28,1128.5,3,28,0,0.686,7,Base,2180,,10/6/2023
L-87324,Fading Champion,Watchlist,44.894,1312.5,32,40,0,0.2553,7,Base,3865,,3/4/2023
L-87332,Loyalty Hoarder,Healthy,74.3,1579.5,4,30,21,0.285,7,Silver,2540,,5/20/2023
L-87356,Standard Active,Healthy,75.414,678.5,10,25,30,0.2293,7,Base,2410,,8/15/2023
L-87376,Standard Active,Healthy,74.656,949.0,19,21,12,0.2672,7,Silver,678,,12/13/2023
L-87378,Tech Frustrated,Healthy,79.318,530.0,8,24,33,0.0341,7,Silver,623,,3/26/2024
L-87380,Fading Champion,Watchlist,46.394,815.0,27,23,0,0.1803,7,Silver,1214,,5/17/2023
